date	numbers	moneyball
Friday, June 7, 2002	[14, 22, 27, 28, 42]	13
Tuesday, June 4, 2002	[3, 25, 29, 30, 48]	48
Friday, May 31, 2002	[12, 28, 45, 46, 52]	47
Tuesday, May 28, 2002	[6, 21, 22, 29, 32]	24
Friday, May 24, 2002	[2, 4, 32, 44, 52]	36
Tuesday, May 21, 2002	[4, 28, 39, 41, 44]	09
Friday, May 17, 2002	[15, 18, 25, 33, 47]	30
Tuesday, May 14, 2002	[23, 30, 36, 44, 47]	28
Friday, May 10, 2002	[1, 7, 35, 38, 49]	10
Tuesday, May 7, 2002	[2, 22, 26, 39, 40]	11
Friday, May 3, 2002	[2, 21, 27, 35, 49]	08
Tuesday, April 30, 2002	[4, 5, 9, 26, 42]	20
Friday, April 26, 2002	[11, 12, 21, 39, 44]	01
Tuesday, April 23, 2002	[3, 27, 31, 45, 47]	03
Friday, April 19, 2002	[3, 4, 26, 40, 46]	04
Tuesday, April 16, 2002	[7, 10, 25, 26, 27]	23
Friday, April 12, 2002	[6, 13, 14, 17, 41]	06
Tuesday, April 9, 2002	[1, 15, 17, 21, 41]	04
Friday, April 5, 2002	[8, 21, 35, 47, 50]	15
Tuesday, April 2, 2002	[34, 37, 38, 39, 42]	21
Friday, March 29, 2002	[15, 26, 28, 35, 44]	30
Tuesday, March 26, 2002	[1, 15, 17, 22, 40]	22
Friday, March 22, 2002	[7, 12, 19, 35, 41]	34
Tuesday, March 19, 2002	[17, 28, 31, 35, 37]	07
Friday, March 15, 2002	[5, 10, 22, 34, 45]	02
Tuesday, March 12, 2002	[4, 8, 20, 29, 47]	05
Friday, March 8, 2002	[13, 15, 31, 36, 49]	18
Tuesday, March 5, 2002	[2, 13, 15, 21, 46]	03
Friday, March 1, 2002	[13, 17, 37, 49, 50]	36
Tuesday, February 26, 2002	[6, 19, 22, 40, 44]	27
Friday, February 22, 2002	[4, 11, 37, 40, 44]	09
Tuesday, February 19, 2002	[25, 27, 37, 40, 48]	01
Friday, February 15, 2002	[2, 19, 41, 45, 47]	24
Tuesday, February 12, 2002	[2, 6, 10, 26, 29]	33
Friday, February 8, 2002	[3, 13, 19, 40, 47]	13
Tuesday, February 5, 2002	[5, 11, 30, 33, 43]	12
Friday, February 1, 2002	[4, 15, 17, 23, 33]	29
Tuesday, January 29, 2002	[4, 21, 30, 33, 48]	34
Friday, January 25, 2002	[9, 23, 29, 32, 45]	30
Tuesday, January 22, 2002	[1, 12, 35, 37, 49]	01
Friday, January 18, 2002	[1, 2, 9, 26, 27]	06
Tuesday, January 15, 2002	[4, 8, 32, 41, 49]	20
Friday, January 11, 2002	[4, 5, 21, 24, 38]	21
Tuesday, January 8, 2002	[14, 17, 25, 32, 46]	30
Friday, January 4, 2002	[7, 12, 24, 34, 37]	35
Tuesday, January 1, 2002	[16, 24, 39, 45, 50]	36
Friday, December 28, 2001	[21, 29, 30, 32, 42]	20
Tuesday, December 25, 2001	[20, 29, 34, 35, 48]	23
Friday, December 21, 2001	[3, 16, 18, 19, 43]	09
Tuesday, December 18, 2001	[3, 12, 29, 37, 47]	16
Friday, December 14, 2001	[6, 27, 28, 29, 42]	36
Tuesday, December 11, 2001	[18, 22, 24, 32, 47]	02
Friday, December 7, 2001	[5, 6, 13, 20, 46]	15
Tuesday, December 4, 2001	[17, 21, 22, 24, 30]	07
Friday, November 30, 2001	[7, 8, 20, 21, 42]	05
Tuesday, November 27, 2001	[1, 22, 25, 43, 46]	10
Friday, November 23, 2001	[3, 4, 38, 42, 49]	31
Tuesday, November 20, 2001	[11, 16, 38, 41, 45]	23
Friday, November 16, 2001	[4, 7, 8, 38, 46]	36
Tuesday, November 13, 2001	[3, 10, 23, 35, 42]	09
Friday, November 9, 2001	[5, 17, 21, 31, 41]	13
Tuesday, November 6, 2001	[3, 11, 15, 22, 38]	02
Friday, November 2, 2001	[10, 11, 15, 35, 39]	14
Tuesday, October 30, 2001	[7, 9, 29, 46, 49]	33
Friday, October 26, 2001	[16, 19, 22, 26, 45]	09
Tuesday, October 23, 2001	[24, 32, 34, 38, 46]	02
Friday, October 19, 2001	[1, 24, 28, 33, 47]	25
Tuesday, October 16, 2001	[15, 16, 19, 26, 47]	23
Friday, October 12, 2001	[4, 12, 17, 22, 49]	22
Tuesday, October 9, 2001	[13, 17, 21, 26, 34]	05
Friday, October 5, 2001	[3, 7, 18, 23, 34]	23
Tuesday, October 2, 2001	[7, 14, 22, 41, 46]	01
Friday, September 28, 2001	[1, 9, 16, 21, 25]	14
Tuesday, September 25, 2001	[7, 13, 29, 32, 48]	03
Friday, September 21, 2001	[1, 30, 34, 36, 50]	03
Tuesday, September 18, 2001	[11, 14, 18, 33, 48]	22
Friday, September 14, 2001	[2, 21, 27, 28, 45]	03
Tuesday, September 11, 2001	[3, 11, 33, 41, 49]	21
Friday, September 7, 2001	[11, 18, 31, 37, 46]	16
Tuesday, September 4, 2001	[26, 29, 32, 33, 43]	36
Friday, August 31, 2001	[4, 7, 8, 12, 38]	16
Tuesday, August 28, 2001	[10, 29, 39, 47, 50]	35
Friday, August 24, 2001	[2, 10, 23, 26, 38]	26
Tuesday, August 21, 2001	[4, 11, 14, 45, 49]	29
Friday, August 17, 2001	[1, 9, 16, 28, 46]	24
Tuesday, August 14, 2001	[1, 22, 27, 28, 35]	26
Friday, August 10, 2001	[4, 12, 35, 36, 42]	06
Tuesday, August 7, 2001	[5, 28, 31, 35, 47]	19
Friday, August 3, 2001	[4, 11, 21, 41, 44]	02
Tuesday, July 31, 2001	[4, 6, 8, 22, 28]	14
Friday, July 27, 2001	[28, 29, 43, 46, 47]	03
Tuesday, July 24, 2001	[5, 6, 10, 13, 20]	15
Friday, July 20, 2001	[14, 34, 38, 43, 47]	15
Tuesday, July 17, 2001	[17, 22, 27, 37, 49]	18
Friday, July 13, 2001	[24, 35, 37, 45, 50]	35
Tuesday, July 10, 2001	[3, 8, 17, 28, 50]	15
Friday, July 6, 2001	[3, 12, 22, 39, 46]	01
Tuesday, July 3, 2001	[5, 24, 26, 40, 41]	07
Friday, June 29, 2001	[5, 9, 12, 28, 48]	05
Tuesday, June 26, 2001	[1, 2, 7, 22, 44]	34
Friday, June 22, 2001	[5, 21, 37, 43, 50]	34
Tuesday, June 19, 2001	[1, 12, 30, 38, 42]	23
Friday, June 15, 2001	[1, 6, 23, 30, 39]	20
Tuesday, June 12, 2001	[8, 9, 10, 18, 49]	21
Friday, June 8, 2001	[1, 22, 30, 34, 46]	02
Tuesday, June 5, 2001	[23, 27, 36, 49, 50]	01
Friday, June 1, 2001	[5, 18, 36, 44, 49]	35
Tuesday, May 29, 2001	[5, 22, 23, 24, 35]	30
Friday, May 25, 2001	[12, 13, 17, 20, 22]	33
Tuesday, May 22, 2001	[8, 10, 13, 31, 43]	28
Friday, May 18, 2001	[7, 19, 30, 38, 41]	05
Tuesday, May 15, 2001	[7, 14, 19, 24, 43]	30
Friday, May 11, 2001	[11, 12, 19, 21, 26]	19
Tuesday, May 8, 2001	[19, 21, 29, 31, 50]	25
Friday, May 4, 2001	[11, 24, 27, 35, 47]	22
Tuesday, May 1, 2001	[4, 13, 15, 16, 25]	19
Friday, April 27, 2001	[3, 6, 30, 38, 44]	12
Tuesday, April 24, 2001	[1, 4, 27, 29, 31]	05
Friday, April 20, 2001	[2, 5, 11, 32, 36]	24
Tuesday, April 17, 2001	[4, 12, 14, 24, 44]	21
Friday, April 13, 2001	[16, 27, 36, 39, 47]	12
Tuesday, April 10, 2001	[17, 22, 27, 32, 42]	33
Friday, April 6, 2001	[4, 9, 10, 16, 45]	30
Tuesday, April 3, 2001	[4, 5, 25, 39, 45]	14
Friday, March 30, 2001	[4, 31, 38, 45, 48]	09
Tuesday, March 27, 2001	[20, 23, 25, 27, 42]	06
Friday, March 23, 2001	[6, 10, 26, 39, 40]	28
Tuesday, March 20, 2001	[11, 30, 39, 41, 43]	34
Friday, March 16, 2001	[14, 22, 38, 42, 43]	10
Tuesday, March 13, 2001	[11, 17, 38, 41, 42]	24
Friday, March 9, 2001	[2, 10, 12, 15, 27]	17
Tuesday, March 6, 2001	[2, 24, 26, 31, 41]	34
Friday, March 2, 2001	[13, 23, 24, 25, 42]	22
Tuesday, February 27, 2001	[1, 5, 14, 27, 37]	03
Friday, February 23, 2001	[3, 18, 21, 36, 50]	06
Tuesday, February 20, 2001	[9, 32, 37, 42, 46]	13
Friday, February 16, 2001	[9, 10, 24, 30, 31]	35
Tuesday, February 13, 2001	[30, 31, 35, 46, 47]	23
Friday, February 9, 2001	[1, 12, 14, 16, 22]	26
Tuesday, February 6, 2001	[5, 17, 32, 34, 48]	05
Friday, February 2, 2001	[6, 23, 25, 30, 31]	05
Tuesday, January 30, 2001	[5, 17, 22, 39, 40]	30
Friday, January 26, 2001	[1, 8, 20, 37, 45]	17
Tuesday, January 23, 2001	[6, 7, 12, 23, 43]	27
Friday, January 19, 2001	[4, 6, 16, 31, 36]	19
Tuesday, January 16, 2001	[7, 8, 13, 35, 50]	28
Friday, January 12, 2001	[6, 15, 23, 26, 50]	06
Tuesday, January 9, 2001	[4, 24, 35, 44, 48]	32
Friday, January 5, 2001	[1, 3, 9, 40, 42]	32
Tuesday, January 2, 2001	[7, 8, 11, 12, 13]	12
Friday, December 29, 2000	[9, 15, 21, 22, 29]	24
Tuesday, December 26, 2000	[4, 29, 32, 35, 44]	19
Friday, December 22, 2000	[14, 35, 40, 43, 50]	12
Tuesday, December 19, 2000	[12, 34, 36, 39, 40]	16
Friday, December 15, 2000	[25, 30, 39, 40, 50]	08
Tuesday, December 12, 2000	[1, 14, 28, 38, 47]	24
Friday, December 8, 2000	[23, 27, 29, 43, 45]	30
Tuesday, December 5, 2000	[4, 8, 30, 46, 48]	01
Friday, December 1, 2000	[15, 25, 28, 38, 47]	05
Tuesday, November 28, 2000	[15, 18, 30, 48, 49]	08
Friday, November 24, 2000	[20, 21, 32, 39, 46]	02
Tuesday, November 21, 2000	[15, 25, 28, 40, 46]	17
Friday, November 17, 2000	[5, 8, 20, 38, 46]	03
Tuesday, November 14, 2000	[12, 14, 25, 31, 37]	22
Friday, November 10, 2000	[26, 32, 39, 40, 46]	18
Tuesday, November 7, 2000	[22, 29, 35, 38, 47]	27
Friday, November 3, 2000	[5, 15, 22, 23, 43]	23
Tuesday, October 31, 2000	[7, 16, 22, 34, 36]	34
Friday, October 27, 2000	[21, 29, 33, 39, 44]	24
Tuesday, October 24, 2000	[8, 9, 14, 24, 41]	23
Friday, October 20, 2000	[30, 36, 37, 42, 46]	04
Tuesday, October 17, 2000	[9, 16, 41, 43, 48]	02
Friday, October 13, 2000	[2, 13, 20, 39, 43]	31
Tuesday, October 10, 2000	[5, 23, 29, 30, 39]	08
Friday, October 6, 2000	[12, 17, 36, 38, 44]	16
Tuesday, October 3, 2000	[16, 25, 32, 33, 40]	04
Friday, September 29, 2000	[8, 10, 30, 32, 40]	18
Tuesday, September 26, 2000	[2, 13, 31, 41, 44]	03
Friday, September 22, 2000	[6, 11, 26, 28, 36]	06
Tuesday, September 19, 2000	[8, 10, 28, 34, 35]	17
Friday, September 15, 2000	[2, 6, 10, 26, 39]	03
Tuesday, September 12, 2000	[4, 11, 18, 27, 38]	23
Friday, September 8, 2000	[10, 12, 20, 33, 40]	30
Tuesday, September 5, 2000	[31, 39, 43, 45, 48]	28
Friday, September 1, 2000	[4, 9, 26, 30, 31]	04
Tuesday, August 29, 2000	[4, 17, 31, 37, 47]	09
Friday, August 25, 2000	[34, 35, 37, 47, 48]	12
Tuesday, August 22, 2000	[6, 16, 18, 34, 41]	02
Friday, August 18, 2000	[5, 23, 38, 45, 50]	26
Tuesday, August 15, 2000	[15, 16, 22, 28, 39]	33
Friday, August 11, 2000	[2, 14, 19, 24, 28]	07
Tuesday, August 8, 2000	[23, 32, 38, 48, 50]	20
Friday, August 4, 2000	[5, 9, 14, 31, 47]	22
Tuesday, August 1, 2000	[10, 13, 16, 25, 26]	21
Friday, July 28, 2000	[2, 7, 16, 21, 45]	03
Tuesday, July 25, 2000	[16, 18, 33, 43, 46]	34
Friday, July 21, 2000	[11, 13, 15, 31, 41]	16
Tuesday, July 18, 2000	[3, 4, 25, 43, 48]	17
Friday, July 14, 2000	[21, 22, 27, 28, 42]	24
Tuesday, July 11, 2000	[19, 20, 24, 36, 38]	17
Friday, July 7, 2000	[24, 29, 32, 47, 49]	02
Tuesday, July 4, 2000	[3, 25, 29, 31, 33]	20
Friday, June 30, 2000	[9, 16, 39, 46, 47]	15
Tuesday, June 27, 2000	[12, 21, 34, 40, 41]	07
Friday, June 23, 2000	[9, 11, 13, 23, 49]	11
Tuesday, June 20, 2000	[1, 16, 22, 26, 38]	01
Friday, June 16, 2000	[11, 12, 24, 33, 35]	04
Tuesday, June 13, 2000	[4, 5, 6, 17, 23]	02
Friday, June 9, 2000	[6, 7, 25, 34, 45]	02
Tuesday, June 6, 2000	[4, 30, 36, 37, 42]	35
Friday, June 2, 2000	[5, 24, 26, 39, 44]	03
Tuesday, May 30, 2000	[4, 11, 40, 42, 50]	18
Friday, May 26, 2000	[8, 10, 11, 29, 40]	32
Tuesday, May 23, 2000	[9, 34, 42, 46, 50]	35
Friday, May 19, 2000	[16, 24, 37, 38, 40]	26
Tuesday, May 16, 2000	[9, 11, 34, 48, 50]	13
Friday, May 12, 2000	[12, 27, 28, 40, 48]	25
Tuesday, May 9, 2000	[1, 2, 12, 33, 37]	04
Friday, May 5, 2000	[6, 8, 16, 30, 32]	26
Tuesday, May 2, 2000	[3, 33, 36, 42, 43]	13
Friday, April 28, 2000	[5, 28, 29, 32, 49]	29
Tuesday, April 25, 2000	[1, 12, 17, 22, 41]	12
Friday, April 21, 2000	[14, 15, 34, 42, 44]	08
Tuesday, April 18, 2000	[26, 42, 48, 49, 50]	27
Friday, April 14, 2000	[2, 17, 24, 39, 40]	29
Tuesday, April 11, 2000	[1, 11, 31, 38, 45]	12
Friday, April 7, 2000	[1, 6, 9, 17, 34]	18
Tuesday, April 4, 2000	[4, 17, 23, 35, 39]	09
Friday, March 31, 2000	[3, 6, 7, 17, 43]	18
Tuesday, March 28, 2000	[2, 18, 35, 38, 43]	20
Friday, March 24, 2000	[14, 31, 42, 46, 50]	28
Tuesday, March 21, 2000	[5, 21, 33, 42, 46]	01
Friday, March 17, 2000	[17, 29, 37, 41, 50]	14
Tuesday, March 14, 2000	[1, 8, 9, 22, 47]	27
Friday, March 10, 2000	[1, 2, 26, 39, 43]	07
Tuesday, March 7, 2000	[4, 16, 30, 44, 49]	29
Friday, March 3, 2000	[2, 5, 14, 38, 47]	04
Tuesday, February 29, 2000	[2, 5, 22, 36, 40]	19
Friday, February 25, 2000	[2, 14, 45, 48, 49]	10
Tuesday, February 22, 2000	[33, 35, 36, 40, 43]	11
Friday, February 18, 2000	[1, 8, 15, 21, 37]	25
Tuesday, February 15, 2000	[2, 6, 7, 13, 26]	25
Friday, February 11, 2000	[5, 27, 36, 37, 42]	20
Tuesday, February 8, 2000	[20, 24, 29, 42, 44]	33
Friday, February 4, 2000	[26, 28, 37, 39, 44]	15
Tuesday, February 1, 2000	[14, 15, 31, 47, 49]	32
Friday, January 28, 2000	[4, 42, 43, 45, 48]	34
Tuesday, January 25, 2000	[6, 10, 19, 24, 38]	20
Friday, January 21, 2000	[4, 8, 12, 37, 45]	21
Tuesday, January 18, 2000	[13, 15, 29, 34, 41]	23
Friday, January 14, 2000	[1, 9, 28, 41, 45]	22
Tuesday, January 11, 2000	[16, 18, 28, 37, 39]	07
Friday, January 7, 2000	[1, 9, 23, 39, 41]	15
Tuesday, January 4, 2000	[11, 14, 27, 39, 42]	33
Friday, December 31, 1999	[4, 17, 32, 38, 46]	26
Tuesday, December 28, 1999	[9, 11, 21, 40, 50]	11
Friday, December 24, 1999	[32, 38, 40, 44, 50]	27
Tuesday, December 21, 1999	[2, 3, 29, 46, 47]	31
Friday, December 17, 1999	[8, 15, 28, 30, 44]	24
Tuesday, December 14, 1999	[6, 21, 27, 38, 43]	21
Friday, December 10, 1999	[18, 24, 25, 26, 32]	13
Tuesday, December 7, 1999	[22, 26, 27, 38, 44]	27
Friday, December 3, 1999	[12, 15, 19, 24, 49]	08
Tuesday, November 30, 1999	[1, 4, 5, 22, 47]	23
Friday, November 26, 1999	[17, 21, 22, 33, 38]	34
Tuesday, November 23, 1999	[1, 5, 9, 13, 19]	03
Friday, November 19, 1999	[1, 18, 28, 36, 42]	19
Tuesday, November 16, 1999	[10, 27, 29, 37, 46]	31
Friday, November 12, 1999	[20, 26, 27, 40, 45]	22
Tuesday, November 9, 1999	[12, 13, 26, 40, 42]	27
Friday, November 5, 1999	[15, 23, 28, 33, 47]	09
Tuesday, November 2, 1999	[6, 10, 30, 31, 35]	14
Friday, October 29, 1999	[17, 20, 23, 29, 33]	20
Tuesday, October 26, 1999	[24, 32, 37, 47, 48]	19
Friday, October 22, 1999	[3, 5, 33, 36, 40]	29
Tuesday, October 19, 1999	[3, 30, 32, 35, 37]	05
Friday, October 15, 1999	[15, 19, 29, 40, 41]	07
Tuesday, October 12, 1999	[11, 23, 27, 38, 45]	32
Friday, October 8, 1999	[15, 17, 36, 37, 45]	15
Tuesday, October 5, 1999	[15, 20, 32, 33, 47]	25
Friday, October 1, 1999	[9, 13, 15, 38, 41]	03
Tuesday, September 28, 1999	[8, 22, 34, 40, 48]	04
Friday, September 24, 1999	[22, 25, 29, 45, 47]	17
Tuesday, September 21, 1999	[7, 16, 18, 35, 47]	23
Friday, September 17, 1999	[25, 29, 30, 42, 47]	32
Tuesday, September 14, 1999	[1, 2, 6, 15, 49]	04
Friday, September 10, 1999	[16, 20, 31, 32, 48]	06
Tuesday, September 7, 1999	[4, 5, 6, 39, 46]	20
Friday, September 3, 1999	[24, 29, 37, 47, 48]	02
Tuesday, August 31, 1999	[3, 21, 26, 27, 40]	15
Friday, August 27, 1999	[5, 23, 25, 47, 49]	24
Tuesday, August 24, 1999	[9, 13, 21, 23, 41]	17
Friday, August 20, 1999	[5, 15, 27, 44, 47]	07
Tuesday, August 17, 1999	[11, 12, 28, 29, 45]	35
Friday, August 13, 1999	[2, 19, 30, 45, 46]	31
Tuesday, August 10, 1999	[13, 27, 32, 43, 50]	02
Friday, August 6, 1999	[16, 18, 20, 21, 50]	20
Tuesday, August 3, 1999	[4, 40, 42, 43, 48]	08
Friday, July 30, 1999	[8, 13, 20, 44, 47]	21
Tuesday, July 27, 1999	[2, 5, 25, 34, 40]	17
Friday, July 23, 1999	[6, 10, 24, 26, 37]	06
Tuesday, July 20, 1999	[9, 25, 27, 31, 32]	24
Friday, July 16, 1999	[2, 6, 7, 17, 18]	01
Tuesday, July 13, 1999	[1, 22, 33, 40, 43]	02
Friday, July 9, 1999	[16, 20, 22, 34, 36]	29
Tuesday, July 6, 1999	[7, 20, 23, 26, 33]	15
Friday, July 2, 1999	[6, 26, 39, 40, 47]	08
Tuesday, June 29, 1999	[4, 11, 17, 31, 44]	32
Friday, June 25, 1999	[2, 28, 34, 36, 48]	35
Tuesday, June 22, 1999	[4, 21, 40, 44, 48]	31
Friday, June 18, 1999	[1, 13, 34, 37, 50]	05
Tuesday, June 15, 1999	[1, 6, 19, 27, 42]	25
Friday, June 11, 1999	[5, 7, 13, 17, 43]	12
Tuesday, June 8, 1999	[18, 31, 45, 48, 49]	15
Friday, June 4, 1999	[2, 5, 24, 33, 39]	12
Tuesday, June 1, 1999	[1, 3, 13, 37, 42]	23
Friday, May 28, 1999	[5, 6, 9, 27, 50]	25
Tuesday, May 25, 1999	[12, 35, 36, 38, 39]	30
Friday, May 21, 1999	[1, 15, 26, 37, 41]	13
Tuesday, May 18, 1999	[5, 11, 14, 27, 41]	18
Friday, May 14, 1999	[1, 6, 25, 37, 42]	27
Tuesday, May 11, 1999	[11, 22, 29, 35, 41]	30
Friday, May 7, 1999	[12, 21, 30, 35, 49]	15
Tuesday, May 4, 1999	[5, 20, 32, 42, 46]	26
Friday, April 30, 1999	[1, 23, 25, 29, 39]	05
Tuesday, April 27, 1999	[1, 8, 10, 38, 42]	36
Friday, April 23, 1999	[3, 12, 27, 38, 39]	17
Tuesday, April 20, 1999	[11, 12, 17, 18, 41]	06
Friday, April 16, 1999	[1, 7, 10, 16, 36]	36
Tuesday, April 13, 1999	[13, 19, 21, 39, 40]	08
Friday, April 9, 1999	[14, 27, 41, 44, 47]	10
Tuesday, April 6, 1999	[12, 17, 22, 33, 44]	25
Friday, April 2, 1999	[8, 25, 26, 28, 35]	25
Tuesday, March 30, 1999	[4, 5, 27, 33, 41]	09
Friday, March 26, 1999	[14, 15, 20, 47, 50]	35
Tuesday, March 23, 1999	[16, 18, 29, 44, 47]	32
Friday, March 19, 1999	[17, 23, 37, 46, 49]	28
Tuesday, March 16, 1999	[6, 11, 19, 33, 40]	19
Friday, March 12, 1999	[22, 32, 37, 38, 41]	03
Tuesday, March 9, 1999	[3, 4, 10, 22, 48]	21
Friday, March 5, 1999	[3, 20, 26, 29, 36]	16
Tuesday, March 2, 1999	[3, 31, 35, 42, 46]	34
Friday, February 26, 1999	[6, 26, 31, 44, 46]	01
Tuesday, February 23, 1999	[3, 13, 27, 30, 44]	27
Friday, February 19, 1999	[1, 7, 16, 36, 40]	10
Tuesday, February 16, 1999	[3, 10, 13, 36, 49]	14
Friday, February 12, 1999	[8, 11, 16, 27, 34]	08
Tuesday, February 9, 1999	[3, 6, 14, 21, 24]	09
Friday, February 5, 1999	[2, 8, 14, 21, 27]	33
Tuesday, February 2, 1999	[6, 14, 23, 31, 33]	13
Friday, January 29, 1999	[4, 9, 12, 32, 47]	27
Tuesday, January 26, 1999	[5, 8, 10, 44, 50]	33
Friday, January 22, 1999	[7, 16, 20, 23, 36]	22
Tuesday, January 19, 1999	[21, 25, 26, 35, 49]	12
Friday, January 15, 1999	[17, 18, 28, 42, 48]	08
Tuesday, January 12, 1999	[5, 7, 9, 20, 46]	02
Friday, January 8, 1999	[5, 21, 23, 26, 37]	03
Tuesday, January 5, 1999	[4, 31, 32, 34, 43]	19
Friday, January 1, 1999	[11, 19, 28, 43, 48]	05
Tuesday, December 29, 1998	[3, 5, 7, 28, 35]	10
Friday, December 25, 1998	[6, 8, 17, 21, 31]	10
Tuesday, December 22, 1998	[17, 21, 33, 42, 44]	09
Friday, December 18, 1998	[10, 21, 25, 34, 48]	24
Tuesday, December 15, 1998	[7, 18, 36, 38, 41]	24
Friday, December 11, 1998	[11, 13, 42, 44, 50]	24
Tuesday, December 8, 1998	[1, 11, 25, 28, 35]	01
Friday, December 4, 1998	[7, 16, 28, 30, 43]	04
Tuesday, December 1, 1998	[16, 21, 30, 32, 44]	15
Friday, November 27, 1998	[4, 8, 20, 41, 44]	06
Tuesday, November 24, 1998	[14, 15, 17, 33, 43]	17
Friday, November 20, 1998	[20, 40, 48, 49, 50]	17
Tuesday, November 17, 1998	[28, 36, 38, 43, 50]	10
Friday, November 13, 1998	[5, 7, 18, 26, 45]	15
Tuesday, November 10, 1998	[3, 10, 17, 23, 35]	23
Friday, November 6, 1998	[7, 21, 29, 46, 48]	16
Tuesday, November 3, 1998	[1, 9, 32, 35, 50]	01
Friday, October 30, 1998	[12, 16, 22, 38, 46]	20
Tuesday, October 27, 1998	[12, 13, 17, 25, 43]	22
Friday, October 23, 1998	[13, 20, 27, 28, 33]	20
Tuesday, October 20, 1998	[6, 9, 10, 22, 28]	19
Friday, October 16, 1998	[6, 7, 14, 18, 33]	08
Tuesday, October 13, 1998	[12, 24, 30, 43, 44]	01
Friday, October 9, 1998	[1, 23, 30, 47, 50]	02
Tuesday, October 6, 1998	[1, 3, 13, 15, 22]	18
Friday, October 2, 1998	[2, 6, 8, 26, 39]	08
Tuesday, September 29, 1998	[1, 8, 18, 27, 38]	24
Friday, September 25, 1998	[20, 23, 36, 46, 50]	09
Tuesday, September 22, 1998	[1, 37, 43, 44, 45]	24
Friday, September 18, 1998	[15, 22, 23, 40, 50]	12
Tuesday, September 15, 1998	[11, 26, 30, 37, 38]	20
Friday, September 11, 1998	[21, 31, 34, 35, 43]	04
Tuesday, September 8, 1998	[1, 14, 24, 25, 26]	24
Friday, September 4, 1998	[11, 19, 25, 34, 47]	10
Tuesday, September 1, 1998	[9, 23, 24, 37, 44]	24
Friday, August 28, 1998	[1, 21, 28, 43, 45]	17
Tuesday, August 25, 1998	[2, 27, 33, 37, 44]	21
Friday, August 21, 1998	[6, 16, 19, 28, 48]	11
Tuesday, August 18, 1998	[9, 10, 11, 12, 48]	18
Friday, August 14, 1998	[6, 10, 14, 17, 22]	17
Tuesday, August 11, 1998	[7, 31, 35, 44, 48]	18
Friday, August 7, 1998	[7, 11, 32, 44, 46]	19
Tuesday, August 4, 1998	[3, 4, 6, 26, 40]	10
Friday, July 31, 1998	[3, 10, 23, 33, 46]	08
Tuesday, July 28, 1998	[5, 10, 14, 18, 49]	25
Friday, July 24, 1998	[7, 15, 18, 31, 35]	19
Tuesday, July 21, 1998	[3, 7, 8, 11, 20]	25
Friday, July 17, 1998	[13, 24, 35, 39, 44]	24
Tuesday, July 14, 1998	[5, 7, 15, 33, 48]	13
Friday, July 10, 1998	[19, 24, 28, 29, 38]	06
Tuesday, July 7, 1998	[5, 9, 27, 39, 48]	25
Friday, July 3, 1998	[5, 36, 38, 39, 46]	01
Tuesday, June 30, 1998	[5, 21, 41, 43, 48]	10
Friday, June 26, 1998	[20, 25, 30, 41, 47]	05
Tuesday, June 23, 1998	[2, 7, 13, 17, 33]	22
Friday, June 19, 1998	[1, 11, 13, 14, 23]	22
Tuesday, June 16, 1998	[11, 17, 20, 23, 25]	15
Friday, June 12, 1998	[2, 23, 24, 29, 48]	09
Tuesday, June 9, 1998	[4, 9, 13, 24, 27]	24
Friday, June 5, 1998	[5, 18, 20, 30, 36]	10
Tuesday, June 2, 1998	[9, 19, 28, 30, 31]	19
Friday, May 29, 1998	[3, 35, 36, 43, 47]	10
Tuesday, May 26, 1998	[1, 13, 29, 35, 50]	24
Friday, May 22, 1998	[18, 25, 32, 46, 47]	12
Tuesday, May 19, 1998	[12, 21, 31, 47, 50]	02
Friday, May 15, 1998	[3, 37, 41, 42, 48]	09
Tuesday, May 12, 1998	[14, 20, 28, 37, 39]	14
Friday, May 8, 1998	[25, 33, 35, 40, 45]	17
Tuesday, May 5, 1998	[8, 20, 22, 35, 50]	17
Friday, May 1, 1998	[2, 17, 29, 35, 46]	16
Tuesday, April 28, 1998	[10, 13, 14, 29, 45]	06
Friday, April 24, 1998	[15, 17, 20, 25, 29]	21
Tuesday, April 21, 1998	[8, 18, 19, 36, 44]	01
Friday, April 17, 1998	[6, 18, 20, 32, 50]	12
Tuesday, April 14, 1998	[6, 7, 10, 26, 32]	18
Friday, April 10, 1998	[9, 11, 33, 35, 40]	16
Tuesday, April 7, 1998	[27, 32, 46, 47, 49]	07
Friday, April 3, 1998	[8, 29, 38, 47, 50]	03
Tuesday, March 31, 1998	[16, 22, 35, 39, 44]	09
Friday, March 27, 1998	[13, 15, 29, 36, 47]	24
Tuesday, March 24, 1998	[15, 16, 27, 36, 45]	01
Friday, March 20, 1998	[15, 18, 19, 37, 39]	06
Tuesday, March 17, 1998	[13, 23, 24, 39, 42]	10
Friday, March 13, 1998	[1, 3, 8, 31, 47]	03
Tuesday, March 10, 1998	[7, 19, 24, 28, 32]	21
Friday, March 6, 1998	[2, 34, 37, 41, 42]	16
Tuesday, March 3, 1998	[21, 31, 33, 37, 42]	03
Friday, February 27, 1998	[24, 26, 28, 29, 42]	22
Tuesday, February 24, 1998	[2, 11, 40, 42, 48]	14
Friday, February 20, 1998	[9, 11, 12, 17, 19]	13
Tuesday, February 17, 1998	[2, 25, 26, 35, 40]	25
Friday, February 13, 1998	[3, 17, 22, 23, 36]	01
